time,stream_id,size
1.05095,1,10240
1.10094,2,10240
1.10185,3,10240
1.15189,7,10240
1.15282,8,10240
1.15375,9,10240
1.15454,4,10240
1.20284,13,10240
1.20377,14,10240
1.20471,15,10240
1.20564,16,10240
1.20657,17,10240
1.20751,18,10240
1.2081,5,10240
1.20902,6,10240
1.25501,10,10240
1.25594,11,10240
1.25688,12,10240
1.25781,19,10240
1.25875,20,10240
