time,cwnd,bytes_in_flight
1.76,6823,0
1.77,6823,6035
1.78,6823,6035
1.79,6823,6035
1.8,6823,6035
1.81,6823,6035
1.82,7034,6035
1.83,7034,6035
1.84,7034,6035
1.85,7034,6035
1.86,7238,0
1.87,7238,7235
1.88,7238,7235
1.89,7238,7235
1.9,7238,7235
1.91,7238,7235
1.92,7436,7242
1.93,7436,7242
1.94,7436,7242
1.95,7436,7242
1.96,7436,7242
1.97,7629,0
1.98,7629,7242
1.99,7629,7242
2,7629,7242
2.01,7629,7242
2.02,7817,7242
2.03,7817,7242
2.04,7817,7242
2.05,7817,7242
2.06,7817,7242
2.07,8001,0
2.08,8001,7242
2.09,8001,7242
2.1,8001,7242
2.11,8001,7242
2.12,8180,0
2.13,8180,7242
2.14,8180,7242
2.15,8180,7242
2.16,8180,7242
2.17,8356,0
2.18,8356,7242
2.19,8356,7242
2.2,8356,7242
2.21,8356,7242
2.22,8356,7242
2.23,8528,8449
2.24,8528,8449
2.25,8528,8449
2.26,8528,8449
2.27,8528,8449
2.28,8696,8449
2.29,8696,8449
2.3,8696,8449
2.31,8696,8449
2.32,8696,8449
2.33,8861,8449
2.34,8861,8449
2.35,8861,8449
2.36,8861,8449
2.37,8861,8449
2.38,9023,0
2.39,9023,8449
2.4,9023,8449
2.41,9023,8449
2.42,9023,8449
2.43,9182,0
2.44,9182,8454
2.45,9182,8454
2.46,9182,8454
2.47,9182,8454
2.48,9338,0
2.49,9338,8460
2.5,9338,8460
2.51,9338,8460
2.52,9338,8460
2.53,9338,8460
2.54,9492,8463
2.55,9492,8463
2.56,9492,8463
2.57,9492,8463
2.58,9492,8463
2.59,9643,0
2.6,9643,8463
2.61,9643,8463
2.62,9643,8463
2.63,9643,8463
2.64,9792,9672
2.65,9792,9672
2.66,9792,9672
2.67,9792,9672
2.68,9792,9672
2.69,9939,0
2.7,9939,9672
2.71,9939,9672
2.72,9939,9672
2.73,9939,9672
2.74,10083,0
2.75,10083,9672
2.76,10083,9672
2.77,10083,9672
2.78,10083,9672
2.79,10225,0
2.8,10225,9672
2.81,10225,9672
2.82,10225,9672
2.83,10225,9672
2.84,10225,9672
2.85,10365,9672
2.86,10365,9672
2.87,10365,9672
2.88,10365,9672
2.89,10365,9672
2.9,10503,0
2.91,10503,9672
2.92,10503,9672
2.93,10503,9672
2.94,10503,9672
2.95,10640,9672
2.96,10640,9672
2.97,10640,9672
2.98,10640,9672
2.99,10640,9672
3,10775,0
3.01,10775,9672
3.02,10775,9672
3.03,10775,9672
3.04,10775,9672
3.05,10775,9672
3.06,10908,10846
3.07,10908,10846
3.08,10908,10846
3.09,10908,10846
3.1,11040,8463
3.11,11040,10881
3.12,11040,10881
3.13,11040,10881
3.14,11040,10881
3.15,11170,2418
3.16,11298,10867
3.17,11298,10867
3.18,11298,10867
3.19,11298,10867
3.2,5649,10867
3.21,5903,4830
3.22,5903,4830
3.23,5903,4830
3.24,5903,4830
3.25,6146,6035
3.26,6146,6035
3.27,6146,6035
3.28,6146,6035
3.29,6146,6035
3.3,6380,0
3.31,6380,6035
3.32,6380,6035
3.33,6380,6035
3.34,6380,6035
3.35,6380,6035
3.36,6605,0
3.37,6605,6035
3.38,6605,6035
3.39,6605,6035
3.4,6605,6035
3.41,6823,0
3.42,6823,6035
3.43,6823,6035
3.44,6823,6035
3.45,6823,6035
3.46,6823,6035
3.47,7034,0
3.48,7034,6035
3.49,7034,6035
3.5,7034,6035
3.51,7034,6035
3.52,7034,6035
3.53,7238,0
3.54,7238,6035
3.55,7238,6035
3.56,7238,6035
3.57,7238,6035
3.58,7238,6035
3.59,7436,0
3.6,7436,7242
3.61,7436,7242
3.62,7436,7242
3.63,7436,7242
3.64,7629,0
3.65,7629,7242
3.66,7629,7242
3.67,7629,7242
3.68,7629,7242
3.69,7629,7242
3.7,7817,0
3.71,7817,7242
3.72,7817,7242
3.73,7817,7242
3.74,7817,7242
3.75,7817,7242
3.76,8001,0
3.77,8001,7242
3.78,8001,7242
3.79,8001,7242
3.8,8001,7242
3.81,8001,7242
3.82,8180,0
3.83,8180,7242
3.84,8180,7242
3.85,8180,7242
3.86,8180,7242
3.87,8356,0
3.88,8356,7242
3.89,8356,7242
3.9,8356,7242
3.91,8356,7242
3.92,8356,7242
3.93,8528,0
3.94,8528,8456
3.95,8528,8456
3.96,8528,8456
3.97,8528,8456
3.98,8528,8456
3.99,8696,0
4,8696,8463
4.01,8696,8463
4.02,8696,8463
4.03,8696,8463
4.04,8696,8463
4.05,8861,0
4.06,8861,8463
4.07,8861,8463
4.08,8861,8463
4.09,8861,8463
4.1,9023,0
4.11,9023,8463
4.12,9023,8463
4.13,9023,8463
4.14,9023,8463
4.15,9023,8463
4.16,9182,0
4.17,9182,8463
4.18,9182,8463
4.19,9182,8463
4.2,9182,8463
4.21,9182,8463
4.22,9338,0
4.23,9338,8463
4.24,9338,8463
4.25,9338,8463
4.26,9338,8463
4.27,9338,8463
4.28,9492,0
4.29,9492,8463
4.3,9492,8463
4.31,9492,8463
4.32,9492,8463
4.33,9643,0
4.34,9643,0
4.35,9643,3627
4.36,9643,3627
4.37,9643,3627
4.38,9643,3627
4.39,9792,0
4.4,9792,9781
4.41,9792,9781
4.42,9792,9781
4.43,9792,9781
4.44,9939,9799
4.45,9939,9799
4.46,9939,9799
4.47,9939,9799
4.48,9939,9799
4.49,10083,9781
4.5,10083,9781
4.51,10083,9781
4.52,10083,9781
4.53,10225,9635
4.54,10225,9635
4.55,10225,9635
4.56,10225,9635
4.57,10225,9635
4.58,10365,0
4.59,10365,9656
4.6,10365,9656
4.61,10365,9656
4.62,10365,9656
4.63,10365,9656
4.64,10503,10447
4.65,10503,10447
4.66,10503,10447
4.67,10503,10447
4.68,10640,10447
4.69,10640,10447
4.7,10640,10447
4.71,10640,10447
4.72,10640,10447
4.73,10775,0
4.74,10775,10450
4.75,10775,10450
4.76,10775,10450
4.77,10775,10450
4.78,10775,10450
4.79,10908,10863
4.8,10908,10863
4.81,10908,10863
4.82,10908,10863
4.83,11040,10863
4.84,11040,10863
4.85,11040,10863
4.86,11040,10863
4.87,11040,10863
4.88,11170,0
4.89,11170,10863
4.9,11170,10863
4.91,11170,10863
4.92,11170,10863
4.93,11170,10863
4.94,11298,10863
4.95,11298,10863
4.96,11298,10863
4.97,11298,10863
4.98,11425,10863
4.99,11425,10863
5,11425,10863
5.01,11425,10863
5.02,11425,10863
5.03,11551,0
5.04,11551,10863
5.05,11551,10863
5.06,11551,10863
5.07,11551,10863
5.08,11551,10863
5.09,11675,10863
5.1,11675,10863
5.11,11675,10863
5.12,11675,10863
5.13,11798,10863
5.14,11798,10863
5.15,11798,10863
5.16,11798,10863
5.17,11798,10863
5.18,11920,0
5.19,11920,10863
5.2,11920,10863
5.21,11920,10863
5.22,11920,10863
5.23,11920,10863
5.24,12040,10863
5.25,12040,10863
5.26,12040,10863
5.27,12040,10863
5.28,12159,12070
5.29,12159,12070
5.3,12159,12070
5.31,12159,12070
5.32,12159,12070
5.33,12277,0
5.34,12277,12070
5.35,12277,12070
5.36,12277,12070
5.37,12277,12070
5.38,12277,12070
5.39,12394,12070
5.4,12394,12070
5.41,12394,12070
5.42,12394,12070
5.43,12510,12070
5.44,12510,12070
5.45,12510,12070
5.46,12510,12070
5.47,12510,12070
5.48,12625,0
5.49,12625,12070
5.5,12625,12070
5.51,12625,12070
5.52,12625,12070
5.53,12625,12070
5.54,12739,12070
5.55,12739,12070
5.56,12739,12070
5.57,12739,12070
5.58,12852,0
5.59,12852,12071
5.6,12852,12071
5.61,12852,12071
5.62,12852,12071
5.63,12852,12071
5.64,12964,12088
5.65,12964,12088
5.66,12964,12088
5.67,12964,12088
5.68,12964,12088
5.69,13075,12090
5.7,13075,12090
5.71,13075,12090
5.72,13075,12090
5.73,13185,12090
5.74,13185,12090
5.75,13185,12090
5.76,13185,12090
5.77,13185,12090
5.78,13294,12100
5.79,13294,12100
5.8,13294,12100
5.81,13294,12100
5.82,13402,13306
5.83,13402,13306
5.84,13402,13306
5.85,13402,13306
5.86,13402,13306
5.87,13509,13288
5.88,13509,13288
5.89,13509,13288
5.9,13509,13288
5.91,13509,13288
5.92,13615,13299
5.93,13615,13299
5.94,13615,13299
5.95,13615,13299
5.96,13720,13310
5.97,13720,13310
5.98,13720,13310
5.99,13720,13310
6,13720,13310
6.01,13824,13310
6.02,13824,13310
6.03,13824,13310
6.04,13824,13310
6.05,13824,13310
6.06,13928,13310
6.07,13928,13310
6.08,13928,13310
6.09,13928,13310
6.1,14031,0
6.11,14031,13308
6.12,14031,13308
6.13,14031,13308
6.14,14031,13308
6.15,14031,13308
6.16,14133,13288
6.17,14133,13288
6.18,14133,13288
6.19,14133,13288
6.2,14133,13288
6.21,14234,13288
6.22,14234,13288
6.23,14234,13288
6.24,14234,13288
6.25,14335,13303
6.26,14335,13303
6.27,14335,13303
6.28,14335,13303
6.29,14335,13303
6.3,14435,13310
6.31,14435,13310
6.32,14435,13310
6.33,14435,13310
6.34,14534,14520
6.35,14534,14520
6.36,14534,14520
6.37,14534,14520
6.38,14534,14520
6.39,14633,14520
6.4,14633,14520
6.41,14633,14520
6.42,14633,14520
6.43,14633,14520
6.44,14731,7260
6.45,14731,7260
6.46,14731,7260
6.47,14731,7260
6.48,14828,0
6.49,14828,14766
6.5,14828,14766
6.51,14828,14766
6.52,14828,14766
6.53,14925,14643
6.54,14925,14643
6.55,14925,14643
6.56,14925,14643
6.57,14925,14643
6.58,15021,14496
6.59,15021,14496
6.6,15021,14496
6.61,15021,14496
6.62,15021,14496
6.63,15021,14496
6.64,15021,14496
6.65,15021,14496
6.66,15021,14496
6.67,15021,14496
6.68,7510,14496
6.69,7510,14496
6.7,7510,14496
6.71,7510,14496
6.72,7701,0
6.73,7701,7248
6.74,7701,7248
6.75,7701,7248
6.76,7701,7248
6.77,7887,7231
6.78,7887,7231
6.79,7887,7231
6.8,7887,7231
6.81,7887,7231
6.82,8069,8026
6.83,8069,8026
6.84,8069,8026
6.85,8069,8026
6.86,8069,8026
6.87,8247,0
6.88,8247,8043
6.89,8247,8043
6.9,8247,8043
6.91,8247,8043
6.92,8421,8036
6.93,8421,8036
6.94,8421,8036
6.95,8421,8036
6.96,8421,8036
6.97,8592,8449
6.98,8592,8449
6.99,8592,8449
7,8592,8449
7.01,8592,8449
7.02,8759,0
7.03,8759,8456
7.04,8759,8456
7.05,8759,8456
7.06,8759,8456
7.07,8923,8456
7.08,8923,8456
7.09,8923,8456
7.1,8923,8456
7.11,8923,8456
7.12,9084,8456
7.13,9084,8456
7.14,9084,8456
7.15,9084,8456
7.16,9084,8456
7.17,9242,0
7.18,9242,8456
7.19,9242,8456
7.2,9242,8456
7.21,9242,8456
7.22,9397,8456
7.23,9397,8456
7.24,9397,8456
7.25,9397,8456
7.26,9397,8456
7.27,9550,8456
7.28,9550,8456
7.29,9550,8456
7.3,9550,8456
7.31,9550,8456
7.32,9700,0
7.33,9700,9664
7.34,9700,9664
7.35,9700,9664
7.36,9700,9664
7.37,9848,9664
7.38,9848,9664
7.39,9848,9664
7.4,9848,9664
7.41,9848,9664
7.42,9994,9664
7.43,9994,9664
7.44,9994,9664
7.45,9994,9664
7.46,9994,9664
7.47,10138,0
7.48,10138,9664
7.49,10138,9664
7.5,10138,9664
7.51,10138,9664
7.52,10280,9664
7.53,10280,9664
7.54,10280,9664
7.55,10280,9664
7.56,10280,9664
7.57,10420,9664
7.58,10420,9664
7.59,10420,9664
7.6,10420,9664
7.61,10420,9664
7.62,10558,0
7.63,10558,9664
7.64,10558,9664
7.65,10558,9664
7.66,10558,9664
7.67,10694,9664
7.68,10694,9664
7.69,10694,9664
7.7,10694,9664
7.71,10694,9664
7.72,10828,9664
7.73,10828,9664
7.74,10828,9664
7.75,10828,9664
7.76,10828,9664
7.77,10960,0
7.78,10960,10883
7.79,10960,10883
7.8,10960,10883
7.81,10960,10883
7.82,11091,10872
7.83,11091,10872
7.84,11091,10872
7.85,11091,10872
7.86,11091,10872
7.87,11220,10872
7.88,11220,10872
7.89,11220,10872
7.9,11220,10872
7.91,11220,10872
7.92,11348,0
7.93,11348,10890
7.94,11348,10890
7.95,11348,10890
7.96,11348,10890
7.97,11474,10872
7.98,11474,10872
7.99,11474,10872
8,11474,10872
8.01,11474,10872
8.02,11599,10872
8.03,11599,10872
8.04,11599,10872
8.05,11599,10872
8.06,11599,10872
8.07,11723,0
8.08,11723,10890
8.09,11723,10890
8.1,11723,10890
8.11,11723,10890
8.12,11845,10872
8.13,11845,10872
8.14,11845,10872
8.15,11845,10872
8.16,11845,10872
8.17,11966,10872
8.18,11966,10872
8.19,11966,10872
8.2,11966,10872
8.21,11966,10872
8.22,12086,0
8.23,12086,10890
8.24,12086,10890
8.25,12086,10890
8.26,12086,10890
8.27,12205,12080
8.28,12205,12080
8.29,12205,12080
8.3,12205,12080
8.31,12205,12080
8.32,12322,12080
8.33,12322,12080
8.34,12322,12080
8.35,12322,12080
8.36,12322,12080
8.37,12438,1208
8.38,12438,12098
8.39,12438,12098
8.4,12438,12098
8.41,12438,12098
8.42,6450,6043
8.43,6450,6043
8.44,6450,6043
8.45,6450,6043
8.46,6450,6043
8.47,6673,6050
8.48,6673,6050
8.49,6673,6050
8.5,6673,6050
8.51,6888,0
8.52,6888,0
8.53,6888,6050
8.54,6888,6050
8.55,6888,6050
8.56,6888,6050
8.57,7097,0
8.58,7097,6050
8.59,7097,6050
8.6,7097,6050
8.61,7097,6050
8.62,7097,6050
8.63,7299,0
8.64,7299,7260
8.65,7299,7260
8.66,7299,7260
8.67,7299,7260
8.68,7299,7260
8.69,7496,0
8.7,7496,7260
8.71,7496,7260
8.72,7496,7260
8.73,7496,7260
8.74,7688,0
8.75,7688,7260
8.76,7688,7260
8.77,7688,7260
8.78,7688,7260
8.79,7688,7260
8.8,7875,0
8.81,7875,7260
8.82,7875,7260
8.83,7875,7260
8.84,7875,7260
8.85,7875,7260
8.86,8057,0
8.87,8057,7260
8.88,8057,7260
8.89,8057,7260
8.9,8057,7260
8.91,8057,7260
8.92,8235,0
8.93,8235,7260
8.94,8235,7260
8.95,8235,7260
8.96,8235,7260
8.97,8409,0
8.98,8409,7257
8.99,8409,7257
9,8409,7257
9.01,8409,7257
9.02,8409,7257
9.03,8580,8487
9.04,8580,8487
9.05,8580,8487
9.06,8580,8487
9.07,8580,8487
9.08,8747,8451
9.09,8747,8451
9.1,8747,8451
9.11,8747,8451
9.12,8747,8451
9.13,8911,8466
9.14,8911,8466
9.15,8911,8466
9.16,8911,8466
9.17,8911,8466
9.18,9072,8463
9.19,9072,8463
9.2,9072,8463
9.21,9072,8463
9.22,9072,8463
9.23,9230,0
9.24,9230,8470
9.25,9230,8470
9.26,9230,8470
9.27,9230,8470
9.28,9386,0
9.29,9386,9267
9.3,9386,9267
9.31,9386,9267
9.32,9386,9267
9.33,9539,0
9.34,9539,8470
9.35,9539,9267
9.36,9539,9267
9.37,9539,9267
9.38,9539,9267
9.39,9689,9680
9.4,9689,9680
9.41,9689,9680
9.42,9689,9680
9.43,9689,9680
9.44,9837,9680
9.45,9837,9680
9.46,9837,9680
9.47,9837,9680
9.48,9837,9680
9.49,9983,9680
9.5,9983,9680
9.51,9983,9680
9.52,9983,9680
9.53,9983,9680
9.54,10127,0
9.55,10127,9680
9.56,10127,9680
9.57,10127,9680
9.58,10127,9680
9.59,10269,0
9.6,10269,9680
9.61,10269,9680
9.62,10269,9680
9.63,10269,9680
9.64,10409,0
9.65,10409,9680
9.66,10409,9680
9.67,10409,9680
9.68,10409,9680
9.69,10409,9680
9.7,10547,9680
9.71,10547,9680
9.72,10547,9680
9.73,10547,9680
9.74,10547,9680
9.75,10683,4840
9.76,10683,9680
9.77,10683,9680
9.78,10683,9680
9.79,10683,9680
9.8,10817,9680
9.81,10817,9680
9.82,10817,9680
9.83,10817,9680
9.84,10817,9680
9.85,10950,0
9.86,10950,10890
9.87,10950,10890
9.88,10950,10890
9.89,10950,10890
9.9,10950,10890
9.91,11081,0
9.92,11081,10890
9.93,11081,10890
9.94,11081,10890
9.95,11081,10890
9.96,11210,0
9.97,11210,10893
9.98,11210,10893
9.99,11210,10893
10,11210,10893
10.01,11210,10893
10.02,11338,0
10.03,11338,10908
10.04,11338,10908
10.05,11338,10908
10.06,11338,10908
10.07,11338,10908
10.08,11465,0
10.09,11465,10908
10.1,11465,10908
10.11,11465,10908
10.12,11465,10908
10.13,11590,0
10.14,11590,10908
10.15,11590,10908
10.16,11590,10908
10.17,11590,10908
10.18,11590,10908
10.19,11714,0
10.2,11714,10908
10.21,11714,10908
10.22,11714,10908
10.23,11714,10908
10.24,11714,10908
10.25,11836,0
10.26,11836,10908
10.27,11836,10908
10.28,11836,10908
10.29,11836,10908
10.3,11957,0
10.31,11957,0
10.32,11957,10875
10.33,11957,10875
10.34,11957,10875
10.35,11957,10875
10.36,12077,0
10.37,12077,10885
10.38,12077,10885
10.39,12077,10885
10.4,12077,10885
10.41,12077,10885
10.42,12196,0
10.43,12196,12100
10.44,12196,12100
10.45,12196,12100
10.46,12196,12100
10.47,12196,12100
10.48,12314,0
10.49,12314,12100
10.5,12314,12100
10.51,12314,12100
10.52,12314,12100
10.53,12430,0
10.54,12430,0
10.55,12430,12100
10.56,12430,12100
10.57,12430,12100
10.58,12430,12100
10.59,12545,1210
10.6,12545,12100
10.61,12545,12100
10.62,12545,12100
10.63,12545,12100
10.64,12545,12100
10.65,6501,1210
10.66,6501,6050
10.67,6501,6050
10.68,6501,6050
10.69,6722,4840
10.7,6722,6050
10.71,6936,1210
10.72,6936,6050
10.73,6936,6050
10.74,7143,4840
10.75,4800,4840
10.76,5100,1210
10.77,5100,1210
10.78,5100,4840
10.79,5382,3630
10.8,5382,4840
10.81,5382,4840
10.82,5649,1210
10.83,5649,4840
10.84,5903,3630
10.85,4800,3630
10.86,4800,3630
10.87,4800,3630
10.88,5100,1210
10.89,5382,3630
10.9,5382,4840
10.91,5382,4840
10.92,5382,4840
10.93,5382,4840
10.94,5649,1210
10.95,4800,3630
10.96,4800,3630
10.97,4800,3630
10.98,4800,3630
10.99,5100,4840
11,5100,4840
11.01,5100,4840
11.02,5100,4840
11.03,5100,4840
11.04,5382,0
11.05,5382,4840
11.06,5382,4840
11.07,5382,4840
11.08,5382,4840
11.09,5382,4840
11.1,5649,0
11.11,5649,4841
11.12,5649,4841
11.13,5649,4841
11.14,5649,4841
11.15,5649,4841
11.16,5903,0
11.17,5903,4846
11.18,5903,4846
11.19,5903,4846
11.2,5903,4846
11.21,6146,0
11.22,6146,6060
11.23,6146,6060
11.24,6146,6060
11.25,6146,6060
11.26,6146,6060
11.27,6380,0
11.28,6380,6060
11.29,6380,6060
11.3,6380,6060
11.31,6380,6060
11.32,6380,6060
11.33,6605,0
11.34,6605,6060
11.35,6605,6060
11.36,6605,6060
11.37,6605,6060
11.38,6823,0
11.39,6823,0
11.4,6823,6060
11.41,6823,6060
11.42,6823,6060
11.43,6823,6060
11.44,7034,0
11.45,7034,6060
11.46,7034,6060
11.47,7034,6060
11.48,7034,6060
11.49,7034,6060
11.5,7238,0
11.51,7238,6060
11.52,7238,6060
11.53,7238,6060
11.54,7238,6060
11.55,7238,6060
11.56,7436,0
11.57,7436,7272
11.58,7436,7272
11.59,7436,7272
11.6,7436,7272
11.61,7629,0
11.62,7629,0
11.63,7629,7272
11.64,7629,7272
11.65,7629,7272
11.66,7629,7272
11.67,7817,0
11.68,7817,7261
11.69,7817,7261
11.7,7817,7261
11.71,7817,7261
11.72,7817,7261
11.73,8001,0
11.74,8001,7260
11.75,8001,7260
11.76,8001,7260
11.77,8001,7260
11.78,8001,7260
11.79,8180,0
11.8,8180,7260
11.81,8180,7260
11.82,8180,7260
11.83,8180,7260
11.84,8356,0
11.85,8356,0
11.86,8356,7260
11.87,8356,7260
11.88,8356,7260
11.89,8356,7260
11.9,8528,0
11.91,8528,8470
11.92,8528,8470
11.93,8528,8470
11.94,8528,8470
11.95,8528,8470
11.96,8696,0
11.97,8696,8470
11.98,8696,8470
11.99,8696,8470
12,8696,8470
12.01,8696,8470
12.02,8861,0
12.03,8861,8470
12.04,8861,8470
12.05,8861,8470
12.06,8861,8470
12.07,9023,0
12.08,9023,0
12.09,9023,8470
12.1,9023,8470
12.11,9023,8470
12.12,9023,8470
12.13,9182,0
12.14,9182,8470
12.15,9182,8470
12.16,9182,8470
12.17,9182,8470
12.18,9182,8470
12.19,9338,0
12.2,9338,8470
12.21,9338,8470
12.22,9338,8470
12.23,9338,8470
12.24,9338,8470
12.25,9492,0
12.26,9492,8470
12.27,9492,8470
12.28,9492,8470
12.29,9492,8470
12.3,9492,8470
12.31,9643,0
12.32,9643,8470
12.33,9643,8470
12.34,9643,8470
12.35,9643,8470
12.36,9792,0
12.37,9792,9685
12.38,9792,9685
12.39,9792,9685
12.4,9792,9685
12.41,9792,9685
12.42,9939,0
12.43,9939,9696
12.44,9939,9696
12.45,9939,9696
12.46,9939,9696
12.47,9939,9696
12.48,10083,0
12.49,10083,9696
12.5,10083,9696
12.51,10083,9696
12.52,10083,9696
12.53,10083,9696
12.54,10225,0
12.55,10225,9696
12.56,10225,9696
12.57,10225,9696
12.58,10225,9696
12.59,10365,0
12.6,10365,9696
12.61,10365,9696
12.62,10365,9696
12.63,10365,9696
12.64,10365,9696
12.65,10503,0
12.66,10503,9696
12.67,10503,9696
12.68,10503,9696
12.69,10503,9696
12.7,10503,9696
12.71,10640,0
12.72,10640,7272
12.73,10640,7272
12.74,10640,7272
12.75,10640,7272
12.76,10640,7272
12.77,10775,0
12.78,10775,0
12.79,10775,0
12.8,10775,0
12.81,10775,0
12.82,10775,0
12.83,10775,0
12.84,10775,0
12.85,10775,0
12.86,10775,0
12.87,10775,0
12.88,10775,0
12.89,10775,0
12.9,10775,0
12.91,10775,0
12.92,10775,0
12.93,10775,0
12.94,10775,0
12.95,10775,0
12.96,10775,0
12.97,10775,0
12.98,10775,0
12.99,10775,0
13,10775,0
13.01,10775,0
13.02,10775,0
13.03,10775,0
13.04,10775,0
13.05,10775,0
13.06,10775,0
13.07,10775,0
13.08,10775,0
13.09,10775,0
13.1,10775,0
13.11,10775,0
13.12,10775,0
13.13,10775,0
13.14,10775,0
13.15,10775,0
13.16,10775,0
13.17,10775,0
13.18,10775,0
13.19,10775,0
13.2,10775,0
13.21,10775,0
13.22,10775,0
13.23,10775,0
13.24,10775,0
13.25,10775,0
13.26,10775,0
13.27,10775,0
13.28,10775,0
13.29,10775,0
13.3,10775,0
13.31,10775,0
13.32,10775,0
13.33,10775,0
13.34,10775,0
13.35,10775,0
13.36,10775,0
13.37,10775,0
13.38,10775,0
13.39,10775,0
13.4,10775,0
13.41,10775,0
13.42,10775,0
13.43,10775,0
13.44,10775,0
13.45,10775,0
13.46,10775,0
13.47,10775,0
13.48,10775,0
13.49,10775,0
13.5,10775,0
13.51,10775,0
13.52,10775,0
13.53,10775,0
13.54,10775,0
13.55,10775,0
13.56,10775,0
13.57,10775,0
13.58,10775,0
13.59,10775,0
13.6,10775,0
13.61,10775,0
13.62,10775,0
13.63,10775,0
13.64,10775,0
13.65,10775,0
13.66,10775,0
13.67,10775,0
13.68,10775,0
13.69,10775,0
13.7,10775,0
13.71,10775,0
13.72,10775,0
13.73,10775,0
13.74,10775,0
13.75,10775,0
13.76,10775,0
13.77,10775,0
13.78,10775,0
13.79,10775,0
13.8,10775,0
13.81,10775,0
13.82,10775,0
13.83,10775,0
13.84,10775,0
13.85,10775,0
13.86,10775,0
13.87,10775,0
13.88,10775,0
13.89,10775,0
13.9,10775,0
13.91,10775,0
13.92,10775,0
13.93,10775,0
13.94,10775,0
13.95,10775,0
13.96,10775,0
13.97,10775,0
13.98,10775,0
13.99,10775,0
14,10775,0
14.01,10775,0
14.02,10775,0
14.03,10775,0
14.04,10775,0
14.05,10775,0
14.06,10775,0
14.07,10775,0
14.08,10775,0
14.09,10775,0
14.1,10775,0
14.11,10775,0
14.12,10775,0
14.13,10775,0
14.14,10775,0
14.15,10775,0
14.16,10775,0
14.17,10775,0
14.18,10775,0
14.19,10775,0
14.2,10775,0
14.21,10775,0
14.22,10775,0
14.23,10775,0
14.24,10775,0
14.25,10775,0
14.26,10775,0
14.27,10775,0
14.28,10775,0
14.29,10775,0
14.3,10775,0
14.31,10775,0
14.32,10775,0
14.33,10775,0
14.34,10775,0
14.35,10775,0
14.36,10775,0
14.37,10775,0
14.38,10775,0
14.39,10775,0
14.4,10775,0
14.41,10775,0
14.42,10775,0
14.43,10775,0
14.44,10775,0
14.45,10775,0
14.46,10775,0
14.47,10775,0
14.48,10775,0
14.49,10775,0
14.5,10775,0
14.51,10775,0
14.52,10775,0
14.53,10775,0
14.54,10775,0
14.55,10775,0
14.56,10775,0
14.57,10775,0
14.58,10775,0
14.59,10775,0
14.6,10775,0
14.61,10775,0
14.62,10775,0
14.63,10775,0
14.64,10775,0
14.65,10775,0
14.66,10775,0
14.67,10775,0
14.68,10775,0
14.69,10775,0
14.7,10775,0
14.71,10775,0
14.72,10775,0
14.73,10775,0
14.74,10775,0
14.75,10775,0
14.76,10775,0
14.77,10775,0
14.78,10775,0
14.79,10775,0
14.8,10775,0
14.81,10775,0
14.82,10775,0
14.83,10775,0
14.84,10775,0
14.85,10775,0
14.86,10775,0
14.87,10775,0
14.88,10775,0
14.89,10775,0
