time,stream_id,size
1.0931,1,22528
1.20341,2,22528
1.77821,3,22528
1.92274,7,22528
2.01994,4,22528
2.50076,10,22528
2.54872,16,22528
2.64314,13,22528
3.11775,19,22528
3.21352,5,22528
3.26061,11,22528
3.30991,17,22528
3.45269,14,22528
3.64338,8,22528
3.78854,6,22528
3.83573,12,22528
3.8846,18,22528
3.93107,9,22528
3.93257,20,22528
3.9811,15,22528
